,대학이름,대학이름(번호),부서이름,부서이름(번호),강좌번호,강좌총수,학수번호,학수번호(분반),과목명,교수,총학수번호,1학년(신청),1학년(총),2학년(신청),2학년(총),3학년(신청),3학년(총),4학년(신청),4학년(총),교환학생(신청),교환학생(총),대학원생(신청),대학원생(총),전체(신청),전체(총)
345,공과대학,0217,전전,5597,17,70,KECE209,02, 확률및랜덤프로세스(영강),이상현,KECE209-02,9,-,48,-,18,-,15,-,1,8,0,-,91,57 + 8
346,공과대학,0217,전전,5597,18,70,KECE209,03, 확률및랜덤프로세스(영강),김중헌,KECE209-03,11,-,93,-,14,-,17,-,0,8,0,-,135,57 + 8
347,공과대학,0217,전전,5597,19,70,KECE231,01, 공학수학Ⅰ,김운경,KECE231-01,0,-,0,-,1,-,0,-,0,2,0,-,1,48 + 2
348,공과대학,0217,전전,5597,20,70,KECE231,02, 공학수학Ⅰ(영강),Beelee Chua,KECE231-02,15,-,101,-,19,-,11,-,1,6,0,-,147,44 + 6
349,공과대학,0217,전전,5597,21,70,KECE231,03, 공학수학Ⅰ(영강),안춘기,KECE231-03,5,-,49,-,12,-,9,-,1,6,0,-,76,44 + 6
350,공과대학,0217,전전,5597,22,70,KECE231,04, 공학수학Ⅰ,김미정,KECE231-04,3,-,5,-,9,-,4,-,0,2,0,-,21,48 + 2
351,공과대학,0217,전전,5597,23,70,KECE301,01, 전자회로I(영강),이재성,KECE301-01,0,-,6,-,31,-,2,-,1,6,0,-,40,44 + 6
352,공과대학,0217,전전,5597,24,70,KECE301,02, 전자회로I,박종선,KECE301-02,1,-,4,-,39,-,6,-,0,2,0,-,50,48 + 2
353,공과대학,0217,전전,5597,25,70,KECE301,03, 전자회로I(영강),이형민,KECE301-03,0,-,6,-,106,-,12,-,3,6,0,-,127,44 + 6
354,공과대학,0217,전전,5597,26,70,KECE301,04, 전자회로I,전상근,KECE301-04,0,-,5,-,27,-,11,-,0,2,0,-,43,48 + 2
355,공과대학,0217,전전,5597,27,70,KECE303,01, 전자회로설계및실험I,,KECE303-01,0,-,4,-,20,-,6,-,1,1,0,-,31,24 + 1
356,공과대학,0217,전전,5597,28,70,KECE303,02, 전자회로설계및실험I,,KECE303-02,0,-,2,-,26,-,1,-,0,1,0,-,29,24 + 1
357,공과대학,0217,전전,5597,29,70,KECE303,03, 전자회로설계및실험I,,KECE303-03,0,-,1,-,22,-,4,-,1,1,0,-,28,24 + 1
358,공과대학,0217,전전,5597,30,70,KECE303,04, 전자회로설계및실험I,,KECE303-04,0,-,0,-,23,-,6,-,0,1,0,-,29,24 + 1
359,공과대학,0217,전전,5597,31,70,KECE303,05, 전자회로설계및실험I,,KECE303-05,0,-,3,-,17,-,2,-,1,1,0,-,23,24 + 1
360,공과대학,0217,전전,5597,32,70,KECE303,06, 전자회로설계및실험I,,KECE303-06,0,-,0,-,19,-,4,-,0,1,0,-,23,24 + 1
361,공과대학,0217,전전,5597,33,70,KECE303,07, 전자회로설계및실험I,,KECE303-07,0,-,1,-,14,-,7,-,0,1,0,-,22,24 + 1
362,공과대학,0217,전전,5597,34,70,KECE303,08, 전자회로설계및실험I,,KECE303-08,0,-,0,-,19,-,3,-,0,1,0,-,22,24 + 1
363,공과대학,0217,전전,5597,35,70,KECE313,01, 신호와시스템(영강),고한석,KECE313-01,0,-,4,-,70,-,11,-,10,7,0,-,95,48 + 7
364,공과대학,0217,전전,5597,36,70,KECE313,02, 신호와시스템,김종옥,KECE313-02,0,-,3,-,67,-,11,-,0,2,0,-,81,53 + 2
365,공과대학,0217,전전,5597,37,70,KECE313,03, 신호와시스템,윤태웅,KECE313-03,0,-,5,-,55,-,7,-,0,2,0,-,67,53 + 2
366,공과대학,0217,전전,5597,38,70,KECE323,01, 전자장,김문일,KECE323-01,0,-,1,-,4,-,9,-,0,1,0,-,14,34 + 1
367,공과대학,0217,전전,5597,39,70,KECE323,02, 전자장,전상근,KECE323-02,0,-,3,-,78,-,23,-,0,1,0,-,104,34 + 1
368,공과대학,0217,전전,5597,40,70,KECE325,01, 통신이론,엄두섭,KECE325-01,0,-,0,-,64,-,7,-,0,2,0,-,71,48 + 2
369,공과대학,0217,전전,5597,41,70,KECE325,02, 통신이론,강충구,KECE325-02,0,-,1,-,4,-,1,-,0,2,0,-,6,48 + 2
370,공과대학,0217,전전,5597,42,70,KECE325,03, 통신이론(영강),이상현,KECE325-03,0,-,4,-,105,-,15,-,3,6,0,-,127,44 + 6
371,공과대학,0217,전전,5597,43,70,KECE331,01, 반도체공학Ⅰ,박정호,KECE331-01,0,-,6,-,32,-,7,-,0,1,0,-,45,39 + 1
372,공과대학,0217,전전,5597,44,70,KECE331,02, 반도체공학Ⅰ(영강),김수진,KECE331-02,0,-,2,-,82,-,18,-,0,5,0,-,102,35 + 5
373,공과대학,0217,전전,5597,45,70,KECE331,03, 반도체공학Ⅰ(영강),유현용,KECE331-03,0,-,1,-,34,-,9,-,0,5,0,-,44,35 + 5
374,공과대학,0217,전전,5597,46,70,KECE331,04, 반도체공학Ⅰ(영강),심재원,KECE331-04,0,-,3,-,29,-,11,-,0,5,0,-,43,35 + 5
375,공과대학,0217,전전,5597,47,70,KECE343,00, 컴퓨터구조,최린,KECE343-00,0,-,4,-,62,-,15,-,0,2,0,-,81,48 + 2
376,공과대학,0217,전전,5597,48,70,KECE361,01, 전력공학Ⅰ,이병준,KECE361-01,0,-,4,-,46,-,14,-,0,1,0,-,64,39 + 1
377,공과대학,0217,전전,5597,49,70,KECE361,02, 전력공학Ⅰ,장길수,KECE361-02,0,-,2,-,52,-,8,-,0,3,0,-,62,67 + 3
378,공과대학,0217,전전,5597,50,70,KECE403,01, 종합설계Ⅰ,강충구,KECE403-01,0,-,0,-,2,-,34,-,0,4,0,-,36,86 + 4
379,공과대학,0217,전전,5597,51,70,KECE403,02, 종합설계Ⅰ(영강),김수진,KECE403-02,0,-,0,-,5,-,22,-,0,11,0,-,27,79 + 11
380,공과대학,0217,전전,5597,52,70,KECE403,03, 종합설계Ⅰ(영강),최승연,KECE403-03,0,-,0,-,4,-,13,-,0,11,0,-,17,79 + 11
381,공과대학,0217,전전,5597,53,70,KECE411,01, 전기전자재료공학,문병무,KECE411-01,0,-,0,-,0,-,17,-,0,1,0,-,17,24 + 1
382,공과대학,0217,전전,5597,54,70,KECE411,02, 전기전자재료공학,주병권,KECE411-02,0,-,0,-,2,-,18,-,0,1,0,-,20,24 + 1
383,공과대학,0217,전전,5597,55,70,KECE415,00, 나노전자공학,김상식,KECE415-00,0,-,0,-,3,-,27,-,0,1,0,-,30,29 + 1
384,공과대학,0217,전전,5597,56,70,KECE417,00, 병렬컴퓨팅,정창성,KECE417-00,0,-,0,-,3,-,9,-,0,1,0,-,12,24 + 1
385,공과대학,0217,전전,5597,57,70,KECE421,00, 정보및부호화이론,허준,KECE421-00,0,-,0,-,1,-,19,-,0,1,0,-,20,29 + 1
386,공과대학,0217,전전,5597,58,70,KECE425,00, 이동통신공학,고영채,KECE425-00,0,-,0,-,2,-,24,-,0,1,0,-,26,29 + 1
387,공과대학,0217,전전,5597,59,70,KECE427,00, 통신신호처리,이인규,KECE427-00,0,-,0,-,3,-,9,-,2,1,0,-,14,29 + 1
388,공과대학,0217,전전,5597,60,70,KECE437,00, RF공학,전상근,KECE437-00,0,-,0,-,2,-,13,-,0,1,0,-,15,29 + 1
389,공과대학,0217,전전,5597,61,70,KECE445,00, 데이터베이스,황인준,KECE445-00,0,-,0,-,7,-,8,-,0,1,0,-,15,29 + 1
390,공과대학,0217,전전,5597,62,70,KECE449,00, 컴퓨터네트워크,김황남,KECE449-00,1,-,1,-,8,-,11,-,0,2,0,-,21,48 + 2
391,공과대학,0217,전전,5597,63,70,KECE457,00, 전력경제,주성관,KECE457-00,0,-,0,-,4,-,17,-,0,1,0,-,21,39 + 1
392,공과대학,0217,전전,5597,64,70,KECE461,00, 아날로그집적회로,김철우,KECE461-00,0,-,0,-,3,-,41,-,0,2,0,-,44,48 + 2
393,공과대학,0217,전전,5597,65,70,KECE463,00, VLSI설계및실험,박종선,KECE463-00,0,-,1,-,7,-,68,-,0,3,0,-,76,72 + 3
394,공과대학,0217,전전,5597,66,70,KECE471,00, 컴퓨터비젼,김창수,KECE471-00,0,-,0,-,7,-,24,-,0,1,0,-,31,29 + 1
395,공과대학,0217,전전,5597,67,70,KECE483,00, 메카트로닉스,임묘택,KECE483-00,0,-,0,-,0,-,6,-,0,1,0,-,6,29 + 1
396,공과대학,0217,전전,5597,68,70,KECE493,00, 반도체프로세스,김태근,KECE493-00,0,-,0,-,1,-,29,-,0,1,0,-,30,29 + 1
397,공과대학,0217,전전,5597,69,70,KECE495,00, 전력전자공학(영강),이상빈,KECE495-00,0,-,0,-,3,-,19,-,1,3,0,-,23,26 + 3
398,공과대학,0217,전전,5597,70,70,KECE499,00, 디지털영상처리,고성제,KECE499-00,0,-,0,-,1,-,15,-,0,2,0,-,16,48 + 2
399,공과대학,0217,건사환,5204,1,43,ACEE121,00, 건축사회환경공학의미래,최항석,ACEE121-00,0,100,0,0,0,0,0,0,0,5,0,-,0,100 + 5
400,공과대학,0217,건사환,5204,2,43,ACEE123,00, 건축시스템의이해,강경인,ACEE123-00,3,-,11,-,24,-,5,-,2,1,0,-,45,39 + 1
401,공과대학,0217,건사환,5204,3,43,ACEE219,01, 환경화학(영강),홍승관,ACEE219-01,6,-,11,-,0,-,0,-,0,4,0,-,17,27 + 4
402,공과대학,0217,건사환,5204,4,43,ACEE219,02, 환경화학(영강),안창훈,ACEE219-02,7,-,41,-,7,-,5,-,0,4,0,-,60,27 + 4
403,공과대학,0217,건사환,5204,5,43,ACEE227,01, 유체역학및실험,유철상,ACEE227-01,4,-,19,-,4,-,3,-,0,2,0,-,30,48 + 2
404,공과대학,0217,건사환,5204,6,43,ACEE227,02, 유체역학및실험(영강),손상영,ACEE227-02,5,-,28,-,10,-,1,-,0,6,0,-,44,44 + 6
405,공과대학,0217,건사환,5204,7,43,ACEE228,00, 구조역학I(영강),공정식,ACEE228-00,2,-,34,-,26,-,1,-,0,9,0,-,63,60 + 9
406,공과대학,0217,건사환,5204,8,43,ACEE231,01, 공학수학I(영강),이종섭,ACEE231-01,11,5,50,20,6,10,4,5,0,6,0,-,71,40 + 6
407,공과대학,0217,건사환,5204,9,43,ACEE231,02, 공학수학I(영강),,ACEE231-02,8,5,30,20,0,10,2,5,0,6,0,-,40,40 + 6
408,공과대학,0217,건사환,5204,10,43,ACEE243,00, 재료역학실험,한상윤,ACEE243-00,2,-,5,-,6,-,5,-,0,1,0,-,18,29 + 1
409,공과대학,0217,건사환,5204,11,43,ACEE249,00, 재료역학,지광습,ACEE249-00,7,-,58,-,14,-,5,-,0,2,0,-,84,58 + 2
410,공과대학,0217,건사환,5204,12,43,ACEE261,00, 초고층공학(영강),주영규,ACEE261-00,5,-,50,-,15,-,4,-,1,8,0,-,75,55 + 8
411,공과대학,0217,건사환,5204,13,43,ACEE269,00, 측량학및실습(영강),강승모,ACEE269-00,0,-,3,-,16,-,5,-,1,5,0,-,25,39 + 5
412,공과대학,0217,건사환,5204,14,43,ACEE283,00, 제도및BIM기초설계,,ACEE283-00,0,-,18,-,35,-,11,-,0,0,0,-,64,12 + 0
413,공과대학,0217,건사환,5204,15,43,ACEE313,00, 토질공학,최항석,ACEE313-00,1,-,5,-,28,-,7,-,0,4,0,-,41,95 + 4
414,공과대학,0217,건사환,5204,16,43,ACEE321,01, 강구조설계I,강영종,ACEE321-01,0,-,6,-,40,-,17,-,1,3,0,-,64,60 + 3
415,공과대학,0217,건사환,5204,17,43,ACEE321,02, 강구조설계I,주영규,ACEE321-02,0,-,2,-,8,-,1,-,0,2,0,-,11,50 + 2
416,공과대학,0217,건사환,5204,18,43,ACEE323,00, 구조역학II,,ACEE323-00,0,-,2,-,10,-,3,-,0,1,0,-,15,29 + 1
417,공과대학,0217,건사환,5204,19,43,ACEE325,00, 수치해석(영강),최항석,ACEE325-00,0,0,8,5,41,50,10,15,1,10,0,-,60,70 + 10
418,공과대학,0217,건사환,5204,20,43,ACEE327,00, 환경공학Ⅱ(영강),홍승관,ACEE327-00,0,-,2,-,3,-,3,-,2,6,0,-,10,40 + 6
419,공과대학,0217,건사환,5204,21,43,ACEE329,00, 에너지열역학(영강),김동완,ACEE329-00,1,-,7,-,22,-,7,-,1,3,0,-,38,26 + 3
420,공과대학,0217,건사환,5204,22,43,ACEE331,00, 수문학(영강),백경록,ACEE331-00,0,-,12,-,31,-,13,-,1,4,0,-,57,32 + 4
421,공과대학,0217,건사환,5204,23,43,ACEE333,00, 철근콘크리트역학및설계,윤영수,ACEE333-00,0,-,11,-,36,-,11,-,0,5,0,-,58,100 + 5
422,공과대학,0217,건사환,5204,24,43,ACEE343,00, 토질역학실험,최항석,ACEE343-00,0,-,0,-,9,-,5,-,0,1,0,-,14,30 + 1
423,공과대학,0217,건사환,5204,25,43,ACEE351,00, 첨단건설재료및실험(영강),이종구,ACEE351-00,0,-,1,-,4,-,2,-,0,2,0,-,7,18 + 2
424,공과대학,0217,건사환,5204,26,43,ACEE369,00, 건축시공(영강),조훈희,ACEE369-00,0,-,9,-,27,-,15,-,0,5,0,-,51,35 + 5
425,공과대학,0217,건사환,5204,27,43,ACEE381,01, 건축설계II,배효정,ACEE381-01,0,-,0,-,1,-,1,-,0,0,0,-,2,15 + 0
426,공과대학,0217,건사환,5204,28,43,ACEE381,02, 건축설계II,전문태,ACEE381-02,0,-,1,-,2,-,3,-,0,0,0,-,6,12 + 0
427,공과대학,0217,건사환,5204,29,43,ACEE407,00, 환경모델링및시스템해석(영강),김지형,ACEE407-00,0,-,0,-,2,-,5,-,0,6,0,-,7,40 + 6
428,공과대학,0217,건사환,5204,30,43,ACEE409,00, 도시급배수망전산설계,김중훈,ACEE409-00,0,-,0,-,2,-,3,-,0,2,0,-,5,50 + 2
429,공과대학,0217,건사환,5204,31,43,ACEE431,00, 수자원시설물설계,유철상,ACEE431-00,0,-,0,-,2,-,7,-,0,2,0,-,9,55 + 2
430,공과대학,0217,건사환,5204,32,43,ACEE435,00, 지반조사와비파괴평가,이종섭,ACEE435-00,0,-,1,-,12,-,20,-,1,2,0,-,34,40 + 2
431,공과대학,0217,건사환,5204,33,43,ACEE439,00, 전산구조해석입문(영강),김승준,ACEE439-00,0,-,0,-,7,-,2,-,0,7,0,-,9,50 + 7
432,공과대학,0217,건사환,5204,34,43,ACEE443,00, 공정관리,,ACEE443-00,0,-,0,-,10,-,24,-,0,1,0,-,34,29 + 1
433,공과대학,0217,건사환,5204,35,43,ACEE446,00, 가치공학,,ACEE446-00,0,-,0,-,6,-,10,-,0,1,0,-,16,29 + 1
434,공과대학,0217,건사환,5204,36,43,ACEE449,00, 건물에너지모델링및분석(영강),허연숙,ACEE449-00,0,-,0,-,3,-,6,-,0,4,0,-,9,27 + 4
435,공과대학,0217,건사환,5204,37,43,ACEE471,01, 건설종합설계I,"최항석,주영규",ACEE471-01,0,-,0,-,3,-,3,-,0,1,0,-,6,20 + 1
436,공과대학,0217,건사환,5204,38,43,ACEE471,02, 건설종합설계I,"조훈희,강승모",ACEE471-02,0,-,0,-,9,-,26,-,0,1,0,-,35,20 + 1
437,공과대학,0217,건사환,5204,39,43,ACEE471,03, 건설종합설계I,이재상,ACEE471-03,0,-,0,-,0,-,0,-,0,1,0,-,0,20 + 1
438,공과대학,0217,건사환,5204,40,43,ACEE471,04, 건설종합설계I,김동완,ACEE471-04,0,-,0,-,0,-,3,-,0,1,0,-,3,20 + 1
439,공과대학,0217,건사환,5204,41,43,ACEE477,00, 건축구조설계론,,ACEE477-00,0,-,1,-,12,-,35,-,0,1,0,-,48,29 + 1
440,공과대학,0217,건사환,5204,42,43,ACEE481,00, 건축법규,이관직,ACEE481-00,0,-,0,-,4,-,3,-,0,1,0,-,7,29 + 1
441,공과대학,0217,건사환,5204,43,43,ACEE485,00, 사업비관리,손상혁,ACEE485-00,0,-,0,-,18,-,35,-,0,1,0,-,53,29 + 1
442,공과대학,0217,건축,4887,1,42,ARCH205,00, 건축과도시의이해,,ARCH205-00,2,-,19,-,0,-,9,-,0,2,0,-,30,48 + 2
443,공과대학,0217,건축,4887,2,42,ARCH209,01, 건축설계Ⅰ(영강),Fabio Dacarro,ARCH209-01,1,-,11,-,0,-,0,-,1,1,0,-,13,9 + 1
444,공과대학,0217,건축,4887,3,42,ARCH209,02, 건축설계Ⅰ(영강),,ARCH209-02,1,-,3,-,0,-,0,-,0,1,0,-,4,9 + 1
445,공과대학,0217,건축,4887,4,42,ARCH209,03, 건축설계Ⅰ,맹희재,ARCH209-03,1,-,5,-,1,-,3,-,1,0,0,-,11,10 + 0
446,공과대학,0217,건축,4887,5,42,ARCH209,04, 건축설계Ⅰ(영강),이은정,ARCH209-04,1,-,7,-,0,-,1,-,0,1,0,-,9,9 + 1
447,공과대학,0217,건축,4887,6,42,ARCH209,05, 건축설계Ⅰ(영강),박소영,ARCH209-05,0,-,7,-,0,-,0,-,0,1,0,-,7,9 + 1
448,공과대학,0217,건축,4887,7,42,ARCH211,00, 구조의이해,이명도,ARCH211-00,5,-,33,-,2,-,1,-,0,2,0,-,41,48 + 2
449,공과대학,0217,건축,4887,8,42,ARCH219,00, 서양건축사(영강),김현섭,ARCH219-00,4,-,35,-,5,-,6,-,4,6,0,-,54,44 + 6
450,공과대학,0217,건축,4887,9,42,ARCH229,01, 기초설계Ⅰ,김자영,ARCH229-01,2,-,1,-,0,-,0,-,0,0,0,-,3,14 + 0
451,공과대학,0217,건축,4887,10,42,ARCH229,02, 기초설계Ⅰ(영강),김자영,ARCH229-02,1,-,0,-,0,-,0,-,0,1,0,-,1,13 + 1
452,공과대학,0217,건축,4887,11,42,ARCH229,03, 기초설계Ⅰ,홍근표,ARCH229-03,0,-,0,-,1,-,0,-,0,0,0,-,1,14 + 0
453,공과대학,0217,건축,4887,12,42,ARCH229,04, 기초설계Ⅰ(영강),YI CHONG KUL,ARCH229-04,2,-,0,-,0,-,0,-,1,1,0,-,3,13 + 1
454,공과대학,0217,건축,4887,13,42,ARCH231,01, 디지털스튜디오Ⅰ(영강),하우락,ARCH231-01,1,-,18,-,1,-,1,-,1,3,0,-,22,20 + 3
455,공과대학,0217,건축,4887,14,42,ARCH231,02, 디지털스튜디오Ⅰ,하우락,ARCH231-02,4,-,14,-,1,-,2,-,0,1,0,-,21,20 + 1
456,공과대학,0217,건축,4887,15,42,ARCH311,00, 건축구조계획,음성우,ARCH311-00,1,-,15,-,15,-,10,-,0,1,0,-,41,39 + 1
457,공과대학,0217,건축,4887,16,42,ARCH325,00, 도시계획및설계(영강),Daniel Oh,ARCH325-00,0,-,12,-,31,-,3,-,3,6,0,-,49,44 + 6
458,공과대학,0217,건축,4887,17,42,ARCH327,00, 건축시공학,이명도,ARCH327-00,0,-,15,-,26,-,5,-,0,2,0,-,46,45 + 2
459,공과대학,0217,건축,4887,18,42,ARCH329,00, 건축환경계획I(영강),이광호,ARCH329-00,0,-,15,-,34,-,9,-,0,6,0,-,58,41 + 6
460,공과대학,0217,건축,4887,19,42,ARCH333,01, 건축설계Ⅲ(캡스톤디자인)(영강),Santiago-Porras Alvarez,ARCH333-01,0,-,2,-,6,-,2,-,1,1,0,-,11,9 + 1
461,공과대학,0217,건축,4887,20,42,ARCH333,02, 건축설계Ⅲ(캡스톤디자인),이재우,ARCH333-02,0,-,3,-,9,-,1,-,0,0,0,-,13,10 + 0
462,공과대학,0217,건축,4887,21,42,ARCH333,03, 건축설계Ⅲ(캡스톤디자인)(영강),김영재,ARCH333-03,0,-,3,-,10,-,0,-,0,1,0,-,13,9 + 1
463,공과대학,0217,건축,4887,22,42,ARCH333,04, 건축설계Ⅲ(캡스톤디자인)(영강),송률,ARCH333-04,0,-,5,-,4,-,0,-,0,1,0,-,9,9 + 1
464,공과대학,0217,건축,4887,23,42,ARCH337,00, 동양건축사,류성룡,ARCH337-00,0,-,6,-,14,-,4,-,0,2,0,-,24,40 + 2
465,공과대학,0217,건축,4887,24,42,ARCH401,00, 건축과행태,이경훈,ARCH401-00,0,-,1,-,16,-,34,-,1,2,0,-,52,50 + 2
466,공과대학,0217,건축,4887,25,42,ARCH403,00, 현대건축사,김현섭,ARCH403-00,0,-,1,-,8,-,15,-,0,1,0,-,24,39 + 1
467,공과대학,0217,건축,4887,26,42,ARCH413,01, 구조디자인(영강),김세진,ARCH413-01,0,-,0,-,10,-,20,-,0,3,0,-,30,26 + 3
468,공과대학,0217,건축,4887,27,42,ARCH413,02, 구조디자인(영강),김세진,ARCH413-02,0,-,0,-,8,-,13,-,0,3,0,-,21,26 + 3
469,공과대학,0217,건축,4887,28,42,ARCH421,01, 건축설계Ⅴ(캡스톤디자인)(영강),Daniel Oh,ARCH421-01,0,-,0,-,1,-,1,-,3,1,0,-,5,9 + 1
470,공과대학,0217,건축,4887,29,42,ARCH421,02, 건축설계Ⅴ(캡스톤디자인),"홍근표,이관직",ARCH421-02,0,-,0,-,2,-,11,-,0,0,0,-,13,10 + 0
471,공과대학,0217,건축,4887,30,42,ARCH421,03, 건축설계Ⅴ(캡스톤디자인)(영강),"Fabio Dacarro,박상욱",ARCH421-03,0,-,0,-,6,-,2,-,1,1,0,-,9,9 + 1
472,공과대학,0217,건축,4887,31,42,ARCH421,04, 건축설계Ⅴ(캡스톤디자인),"김자영,홍택",ARCH421-04,0,-,0,-,6,-,21,-,0,0,0,-,27,10 + 0
473,공과대학,0217,건축,4887,32,42,ARCH433,00, 도시개발,손상혁,ARCH433-00,0,-,0,-,2,-,33,-,0,1,0,-,35,25 + 1
474,공과대학,0217,건축,4887,33,42,ARCH437,00, 디지털스튜디오Ⅱ,,ARCH437-00,0,-,0,-,2,-,6,-,0,0,0,-,8,19 + 0
475,공과대학,0217,건축,4887,34,42,ARCH439,00, 빌딩시스템(영강),Santiago-Porras Alvarez,ARCH439-00,0,-,0,-,1,-,54,-,1,6,0,-,56,42 + 6
476,공과대학,0217,건축,4887,35,42,ARCH441,00, 건축설계실무(영강),원정연,ARCH441-00,0,-,0,-,3,-,50,-,1,6,0,-,54,42 + 6
477,공과대학,0217,건축,4887,36,42,ARCH443,00, 건축마케팅(영강),Daniel Oh,ARCH443-00,0,-,0,-,0,-,11,-,0,4,0,-,11,30 + 4
478,공과대학,0217,건축,4887,37,42,ARCH449,01, 건축설계Ⅶ(캡스톤디자인)(영강),원정연,ARCH449-01,0,-,0,-,0,-,16,-,0,1,0,-,16,9 + 1
479,공과대학,0217,건축,4887,38,42,ARCH449,02, 건축설계Ⅶ(캡스톤디자인),이민화,ARCH449-02,0,-,0,-,0,-,6,-,0,0,0,-,6,10 + 0
480,공과대학,0217,건축,4887,39,42,ARCH449,03, 건축설계Ⅶ(캡스톤디자인)(영강),YI CHONG KUL,ARCH449-03,0,-,0,-,0,-,11,-,1,1,0,-,12,9 + 1
481,공과대학,0217,건축,4887,40,42,ARCH449,04, 건축설계Ⅶ(캡스톤디자인),"고광석,홍택",ARCH449-04,0,-,0,-,0,-,21,-,0,0,0,-,21,10 + 0
482,공과대학,0217,건축,4887,41,42,ARCH449,05, 건축설계Ⅶ(캡스톤디자인)(영강),"권경은,박상욱",ARCH449-05,0,-,0,-,0,-,6,-,0,1,0,-,6,9 + 1
483,공과대학,0217,건축,4887,42,42,ARCH455,00, 공학현장실습Ⅰ(인턴십),김현섭,ARCH455-00,0,-,0,-,0,-,0,-,0,0,0,-,0,0 + 0
484,공과대학,0217,기창,6544,1,4,TEEN301,00, 혁신성장미래트렌드,한관수,TEEN301-00,1,-,1,-,2,-,1,-,0,2,0,-,5,58 + 2
485,공과대학,0217,기창,6544,2,4,TEEN306,00, 기술창업전략,정경희,TEEN306-00,1,-,1,-,3,-,2,-,0,2,0,-,7,58 + 2
486,공과대학,0217,기창,6544,3,4,TEEN311,00, 창업현장실습Ⅰ,주영규,TEEN311-00,0,-,0,-,0,-,0,-,0,1,0,-,0,30 + 1
487,공과대학,0217,기창,6544,4,4,TEEN312,00, 창업현장실습Ⅱ,주영규,TEEN312-00,1,-,0,-,1,-,1,-,0,1,0,-,3,30 + 1
488,공과대학,0217,화생공,4084,1,28,CHBE207,01, 물리화학,안동준,CHBE207-01,1,-,0,-,2,-,0,-,0,3,0,-,3,65 + 3
489,공과대학,0217,화생공,4084,2,28,CHBE207,02, 물리화학(영강),이기봉,CHBE207-02,2,-,70,-,39,-,11,-,1,9,0,-,123,65 + 9
490,공과대학,0217,화생공,4084,3,28,CHBE211,01, 공학수학I,조진한,CHBE211-01,2,-,46,-,18,-,6,-,0,2,0,-,72,58 + 2
491,공과대학,0217,화생공,4084,4,28,CHBE211,02, 공학수학I(영강),유승호,CHBE211-02,4,-,33,-,14,-,8,-,1,8,0,-,60,58 + 8
492,공과대학,0217,화생공,4084,5,28,CHBE223,00, 유기화학Ⅰ,방준하,CHBE223-00,2,-,72,-,24,-,11,-,0,6,0,-,109,120 + 6
493,공과대학,0217,화생공,4084,6,28,CHBE308,00, 반도체화학공정,김지현,CHBE308-00,0,-,3,-,44,-,39,-,0,2,0,-,86,50 + 2
494,공과대학,0217,화생공,4084,7,28,CHBE317,00, 지식경영Ⅰ,이기봉,CHBE317-00,0,0,6,0,66,25,59,25,0,2,0,-,131,50 + 2
495,공과대학,0217,화생공,4084,8,28,CHBE323,01, 열및물질전달(영강),이기봉,CHBE323-01,0,-,11,-,73,-,30,-,1,7,0,-,115,50 + 7
496,공과대학,0217,화생공,4084,9,28,CHBE323,02, 열및물질전달(영강),,CHBE323-02,0,-,3,-,9,-,4,-,1,7,0,-,17,50 + 7
497,공과대학,0217,화생공,4084,10,28,CHBE327,01, 반응공학,이관영,CHBE327-01,0,-,12,-,76,-,14,-,1,2,0,-,103,54 + 2
498,공과대학,0217,화생공,4084,11,28,CHBE327,02, 반응공학(영강),최정규,CHBE327-02,0,-,0,-,2,-,0,-,1,8,0,-,3,54 + 8
499,공과대학,0217,화생공,4084,12,28,CHBE329,00, 수치해석,정현욱,CHBE329-00,0,-,1,-,28,-,12,-,0,2,0,-,41,50 + 2
500,공과대학,0217,화생공,4084,13,28,CHBE339,00, 미생물생명공학,이지원,CHBE339-00,0,-,1,-,13,-,7,-,0,3,0,-,21,60 + 3
501,공과대학,0217,화생공,4084,14,28,CHBE342,00, 화공재료과학,하정숙,CHBE342-00,0,-,5,-,29,-,19,-,0,2,0,-,53,50 + 2
502,공과대학,0217,화생공,4084,15,28,CHBE343,00, 응용생화학,오민규,CHBE343-00,0,-,4,-,14,-,7,-,0,2,0,-,25,50 + 2
503,공과대학,0217,화생공,4084,16,28,CHBE345,00, 화공생명공학연구방법및동향,최정규,CHBE345-00,0,0,10,0,88,100,16,0,0,5,0,-,114,100 + 5
504,공과대학,0217,화생공,4084,17,28,CHBE347,00, 고분자화학(영강),Anzarul Haque Khan,CHBE347-00,0,-,4,-,49,-,19,-,1,7,0,-,73,50 + 7
505,공과대학,0217,화생공,4084,18,28,CHBE406,00, 생물분리공정,김승욱,CHBE406-00,0,-,0,-,3,-,10,-,1,2,0,-,14,50 + 2
506,공과대학,0217,화생공,4084,19,28,CHBE413,00, 의생명화학공학,심상준,CHBE413-00,0,-,2,-,21,-,21,-,1,2,0,-,45,50 + 2
507,공과대학,0217,화생공,4084,20,28,CHBE414,00, 효소공학(영강),김중배,CHBE414-00,1,-,0,-,6,-,15,-,1,3,0,-,23,25 + 3
508,공과대학,0217,화생공,4084,21,28,CHBE417,00, 공정및제품설계,강정원,CHBE417-00,0,-,1,-,18,-,69,-,0,3,0,-,88,75 + 3
509,공과대학,0217,화생공,4084,22,28,CHBE428,00, 유변학및고분자가공,김종엽,CHBE428-00,0,-,1,-,12,-,23,-,0,2,0,-,36,50 + 2
